id_Siniestro;Importe pagado ;Estado;Fecha Siniestro;Mes;Año;Unidad de Negocio;Id_PAS;Localidad de Ocurrencia;CP;Provincia;Marca;Modelo;Versión;Año;Suma Asegurada
6526;1678000;CERRADO;22/12/2023;Diciembre;2023;Buenos Aires;1442;CASTELAR;1712;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2017;1678000
5332;704500;CERRADO;24/10/2023;Octubre;2023;Buenos Aires;895;LOMAS DE ZAMORA;1832;Buenos Aires;KELLER;STREET;KN110-8;2023;704500
5157;400500;CERRADO;13/10/2023;Octubre;2023;USE;11;GUAYMALLEN;5528;Mendoza;ZANELLA;STREET;SAPUCAI 150 Z3;2018;400500
5288;871000;CERRADO;21/10/2023;Octubre;2023;Mar del Plata;1600;TANDIL;7000;Buenos Aires;MOTOMEL;ON OFF;150 SKUA CX;2023;871000
5108;438000;CERRADO;10/10/2023;Octubre;2023;Buenos Aires;943;GENERAL RODRIGUEZ;1748;Buenos Aires;ZANELLA;CUSTOM;PATAGONIAN EAGLE 150;2020;438000
3866;417000;CERRADO;18/7/2023;Julio;2023;USE;8;LANUS;1824;Buenos Aires;CORVEN;STREET;HUNTER  150 AD;2019;417000
5594;364000;CERRADO;7/11/2023;Noviembre;2023;Mendoza;1649;SAN JOSE (DPTO. GUAYMALLEN);5519;Mendoza;CORVEN;CUB;MIRAGE  110 AD;2020;364000
5048;846000;CERRADO;6/10/2023;Octubre;2023;Buenos Aires;1025;SAN MARTIN (PDO. GRAL. SAN MAR;1650;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;846000
7146;254000;CERRADO;20/1/2024;Enero;2024;Cordoba;1916;CORDOBA;5000;Cordoba;APPIA;CUB;110 CITIPLUS;2013;254000
4860;1999000;CERRADO;23/9/2023;Septiembre;2023;Buenos Aires;26;GASCON 1-1600;1181;C.A. de Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2022;1999000
8587;1056000;CERRADO;25/3/2024;Marzo;2024;Cordoba;2116;LANUS;1824;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2024;1056000
7060;530000;CERRADO;16/1/2024;Enero;2024;Resistencia;1557;RESISTENCIA;3500;Chaco;GILERA;CUB;110 SMASH VS;2020;530000
9102;980000;CERRADO;20/4/2024;Abril;2024;La Plata;108;RANELAGH;1886;Buenos Aires;KELLER;STREET;KN110-8;2016;980000
8111;2237500;CERRADO;1/3/2024;Marzo;2024;Cordoba;814;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S C/D;2023;2237500
5732;3582000;CERRADO;14/11/2023;Noviembre;2023;Mendoza;1680;BARRIO GENERAL SAN MARTIN;5500;Mendoza;HONDA;SPORT;CBX 250 TWISTER;2015;3582000
9015;5930000;CERRADO;16/4/2024;Abril;2024;Buenos Aires;594;NUEVA YORK 2101-5300;1419;C.A. de Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2022;5930000
6364;2500000;CERRADO;15/12/2023;Diciembre;2023;Buenos Aires;1180;JUNCAL 2401-4700;1425;C.A. de Buenos Aires;HONDA;ON OFF;XR 190 L (ARG);2023;2500000
5182;693000;CERRADO;15/10/2023;Octubre;2023;USE;8;LIBERTAD;1716;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;693000
353;81888;CERRADO;2/8/2022;Agosto;2022;Buenos Aires;256;MORENO;1740;Buenos Aires;YAMAHA;STREET;105 T TD CRYPTON;2008;78500
9077;6686000;CERRADO;19/4/2024;Abril;2024;Buenos Aires;895;PORTELA 1-1900;1406;C.A. de Buenos Aires;YAMAHA;-;300 MT 03;2018;6686000
6666;6910000;CERRADO;29/12/2023;Diciembre;2023;Buenos Aires;26;CORDOBA AVDA. 4201-6000;1414;C.A. de Buenos Aires;KTM;TOURING;390 RC;2023;6910000
9902;1112000;CERRADO;29/5/2024;Mayo;2024;La Plata;262;LA PLATA;1900;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;1112000
8270;1855000;CERRADO;8/3/2024;Marzo;2024;Cordoba;2093;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;1855000
7840;2050000;CERRADO;19/2/2024;Febrero;2024;Cordoba;2034;SANTA CRUZ DEL LAGO;5152;Cordoba;HONDA;ON OFF;XR  150 L;2017;2050000
615;85700;CERRADO;7/9/2022;Septiembre;2022;Mendoza;385;LAS HERAS;5539;Mendoza;MOTOMEL;BUSINESS;110 BLITZ FULL;2013;71000
327;85741;CERRADO;30/7/2022;Julio;2022;9 de julio (provincia de Bs.As);47;GENERAL RODRIGUEZ;1748;Buenos Aires;ZANELLA;CUB;ZB 110 SHARK;2014;82353
9571;1044000;CERRADO;14/5/2024;Mayo;2024;USE;90;LA PLATA;1900;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ FULL;2019;1044000
213;87388;CERRADO;12/7/2022;Julio;2022;Parana;169;SANTA FE;3000;Santa Fe;GUERRERO;CUBS / BUSINNES;110 TRIP;2018;84000
9903;5185000;CERRADO;29/5/2024;Mayo;2024;Buenos Aires;581;MERLO;1722;Buenos Aires;ZANELLA;ENDURO;TX  200;2013;5185000
356;88400;CERRADO;3/8/2022;Agosto;2022;Agencia Virtual;70;LA PLATA AVDA. 1-300;1184;C.A. de Buenos Aires;GUERRERO;CUBS / BUSINNES;110 TRIP;2016;84000
5472;502500;CERRADO;31/10/2023;Octubre;2023;Mendoza;1374;MENDOZA;5500;Mendoza;HONDA;BUSINESS;WAVE  110;2018;502500
5927;394500;CERRADO;24/11/2023;Noviembre;2023;San Francisco;1722;CORDOBA;5000;Cordoba;BRAVA;STREET;NEVADA  110;2019;394500
42;91800;CERRADO;9/6/2022;Junio;2022;Buenos Aires;39;JOSE LEON SUAREZ;1655;Buenos Aires;GILERA;CUB;110 SMASH TUNING;2016;89000
761;92000;CERRADO;26/9/2022;Septiembre;2022;Buenos Aires;80;MARIANO ACOSTA;1723;Buenos Aires;GILERA;CUB;110 SMASH VS;2016;92000
87;92388;CERRADO;17/6/2022;Junio;2022;Cordoba;74;COSQUIN;5166;Cordoba;ZANELLA;CUB;DUE 110;2018;89000
6793;1524500;CERRADO;4/1/2024;Enero;2024;USE;11;ADOLFO SOURDEAUX;1612;Buenos Aires;BAJAJ;STREET;ROUSER  160 NS;2020;1524500
405;93000;CERRADO;10/8/2022;Agosto;2022;Buenos Aires;280;LONGCHAMPS;1854;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2016;93000
5012;295000;CERRADO;3/10/2023;Octubre;2023;Buenos Aires;1552;GENERAL RODRIGUEZ;1748;Buenos Aires;CORVEN;CUB;ENERGY  110 AD;2020;295000
4604;643500;CERRADO;7/9/2023;Septiembre;2023;Buenos Aires;210;CORRIENTES AVDA. 2801-3400;1193;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;643500
7147;821500;CERRADO;20/1/2024;Enero;2024;La Plata;4;JUAN MARIA GUTIERREZ;1890;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2018;821500
13;95244;CERRADO;4/6/2022;Junio;2022;Rosario;13;FRAY LUIS BELTRAN;2156;Santa Fe;GUERRERO;CUBS / BUSINNES;110 TRIP FULL;2015;82222
226;95888;CERRADO;14/7/2022;Julio;2022;Buenos Aires;180;INGENIERO BUDGE;1773;Buenos Aires;MOTOMEL;STREET;CG 150;2015;92500
5333;560500;CERRADO;24/10/2023;Octubre;2023;Mendoza;1608;LAS HERAS;5539;Mendoza;MOTOMEL;STREET;150 S2;2023;560500
357;96282;CERRADO;3/8/2022;Agosto;2022;USE;66;ITUZAINGO;3302;Buenos Aires;BRAVA;STREET;NEVADA  110 BASE;2015;84000
50;96598;CERRADO;10/6/2022;Junio;2022;La Plata;46;LA PLATA;1900;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2016;91098
9822;2576500;CERRADO;25/5/2024;Mayo;2024;Neuquen;1410;GENERAL ROCA;8332;Rio Negro;GILERA;ENDURO;200 SMX;2023;2576500
8366;890100;CERRADO;13/3/2024;Marzo;2024;La Plata;346;MELCHOR ROMERO;1903;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2022;890100
721;99004;CERRADO;22/9/2022;Septiembre;2022;Cordoba;430;CORDOBA;5000;Cordoba;APPIA;CUB;110 CITIPLUS C/DISCO;2011;65000
530;99800;CERRADO;25/8/2022;Agosto;2022;Rosario;345;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  100 NF SD;2012;95000
155;99820;CERRADO;2/7/2022;Julio;2022;La Plata;128;LA PLATA;1900;Buenos Aires;GUERRERO;CUBS / BUSINNES;110 TRIP;2015;84700
8471;11664000;CERRADO;19/3/2024;Marzo;2024;Buenos Aires;915;SAN FERNANDO;1646;Buenos Aires;ZANELLA;STREET;RZ 650;2022;11664000
7097;7340500;CERRADO;18/1/2024;Enero;2024;Buenos Aires;1334;AVELLANEDA;1870;Buenos Aires;CF MOTO;TOURING;MT 650;2022;7340500
3806;5259000;CERRADO;14/7/2023;Julio;2023;USE;11;CORDOBA;5000;Cordoba;BENELLI;SPORT;SPORT CRUISER 502 C;2023;5259000
7819;5755000;CERRADO;18/2/2024;Febrero;2024;Mar del Plata;922;MAR DEL PLATA SUCURSAL No.4;7600;Buenos Aires;KTM;STREET;DUKE 200 NG NAKED;2022;5755000
8824;5016000;CERRADO;5/4/2024;Abril;2024;Mar del Plata;33;MAR DEL PLATA;7600;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2022;5016000
8973;5231000;CERRADO;13/4/2024;Abril;2024;Neuquen;1698;PLOTTIER;8316;Neuquen;CF MOTO;-;K  400 NAKED;2019;5231000
616;762000;CERRADO;7/9/2022;Septiembre;2022;Rio Cuarto;386;MENDOZA;5500;Mendoza;BAJAJ;STREET;DOMINAR 250;2022;762000
9;101000;CERRADO;3/6/2022;Junio;2022;Buenos Aires;9;BELEN DE ESCOBAR;1625;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2017;101000
358;101288;CERRADO;3/8/2022;Agosto;2022;Buenos Aires;20;QUILMES;1878;Buenos Aires;ZANELLA;CUB;DUE 110;2018;89000
9426;937000;CERRADO;6/5/2024;Mayo;2024;La Plata;2257;LA PLATA;1900;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2020;937000
6011;1229500;CERRADO;28/11/2023;Noviembre;2023;Buenos Aires;1735;VILLA LOMA HERMOSA;1657;Buenos Aires;MOTOMEL;ON OFF;150 SKUA CX;2023;1229500
135;103388;CERRADO;28/6/2022;Junio;2022;Concordia;112;CONCORDIA;3200;Entre Rios;CORVEN;CUB;MIRAGE  110 RT;2018;100000
476;104459;CERRADO;18/8/2022;Agosto;2022;Cordoba;320;CORDOBA;5000;Cordoba;ZANELLA;CUB;ZB 110 Z1 BASE;2016;92000
420;105000;CERRADO;11/8/2022;Agosto;2022;Neuquen;292;NEUQUEN;8300;Neuquen;BRAVA;STREET;NEVADA  110;2020;105000
300;105400;CERRADO;26/7/2022;Julio;2022;La Plata;209;BERISSO;1923;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2017;101000
703;105650;CERRADO;20/9/2022;Septiembre;2022;La Plata;346;MELCHOR ROMERO;1903;Buenos Aires;MOTOMEL;BUSINESS;110 C DLX A/E;2019;99000
4566;1181500;CERRADO;4/9/2023;Septiembre;2023;USE;11;C.A.B.A.;1000;C.A. de Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2014;1181500
51;106388;CERRADO;10/6/2022;Junio;2022;9 de julio (provincia de Bs.As);47;GENERAL RODRIGUEZ;1748;Buenos Aires;GILERA;CUB;110 SMASH TUNING;2019;103000
5135;689500;CERRADO;12/10/2023;Octubre;2023;Buenos Aires;902;DOCK SUD;1871;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2020;689500
659;108009;CERRADO;14/9/2022;Septiembre;2022;Cordoba;240;CORDOBA;5000;Cordoba;APPIA;CUB;110 CITIPLUS C/DISCO;2013;73500
4632;1359500;CERRADO;9/9/2023;Septiembre;2023;Buenos Aires;348;PATRICIAS ARGENTINAS AVDA. 1-900;1405;C.A. de Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2015;1359500
121;109150;CERRADO;24/6/2022;Junio;2022;Mar del Plata;100;MAR DEL PLATA;7600;Buenos Aires;ZANELLA;STREET;DUE 110 CLASSIC G2;2019;99000
237;110700;CERRADO;15/7/2022;Julio;2022;Mendoza;189;LAS HERAS;5539;Mendoza;ZANELLA;SCOOTER;STYLER 125 EXCLUSIVE;2014;96000
136;111888;CERRADO;28/6/2022;Junio;2022;Buenos Aires;67;BURZACO;1852;Buenos Aires;KELLER;STREET;KN110-8;2019;108500
100;112388;CERRADO;20/6/2022;Junio;2022;Buenos Aires;83;LA TABLADA;1766;Buenos Aires;ZANELLA;CUB;ZB 110 LE NEW;2020;109000
6582;606000;CERRADO;25/12/2023;Diciembre;2023;La Plata;48;LA PLATA;1900;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2019;606000
301;112459;CERRADO;26/7/2022;Julio;2022;USE;11;CORDOBA;5000;Cordoba;CORVEN;CUB;ENERGY  110 RT;2018;100000
43;112800;CERRADO;9/6/2022;Junio;2022;9 de julio (provincia de Bs.As);40;CHIVILCOY;6620;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ FULL;2020;110000
169;113388;CERRADO;4/7/2022;Julio;2022;Cordoba;138;MERLO;1722;Buenos Aires;BRAVA;STREET;NEVADA  110;2021;110000
617;113400;CERRADO;7/9/2022;Septiembre;2022;La Plata;346;LA PLATA;1900;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2017;109000
359;113885;CERRADO;3/8/2022;Agosto;2022;La Plata;258;BAHIA BLANCA;8000;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2014;92571
354;114000;CERRADO;2/8/2022;Agosto;2022;USE;66;AVELLANEDA;1870;Buenos Aires;GILERA;CUB;110 SMASH VS;2020;114000
421;114150;CERRADO;11/8/2022;Agosto;2022;Rosario;293;ROSARIO;2000;Santa Fe;ZANELLA;CUB;ZB 110 AT NEW;2019;104000
137;114500;CERRADO;28/6/2022;Junio;2022;Concepcion del Uruguay;113;GUALEGUAYCHU;2820;Entre Rios;ZANELLA;CUB;ZB 110 Z1 BASE;2018;109195
878;115800;CERRADO;12/10/2022;Octubre;2022;Rosario;267;ROSARIO;2000;Santa Fe;GUERRERO;CUBS / BUSINNES;110 TRIP;2016;91000
9725;966000;CERRADO;21/5/2024;Mayo;2024;USE;11;LA PLATA;1900;Buenos Aires;MOTOMEL;BUSINESS;110 DLX DELUXE;2020;966000
101;116388;CERRADO;20/6/2022;Junio;2022;Cordoba;53;CIUDADELA;1702;Buenos Aires;GILERA;TURISMO;150 VC;2017;113000
170;117000;CERRADO;4/7/2022;Julio;2022;La Plata;139;LA PLATA;1900;Buenos Aires;KELLER;STREET;KN110-8;2020;111500
34;117459;CERRADO;7/6/2022;Junio;2022;Cordoba;19;CORDOBA;5000;Cordoba;BRAVA;STREET;NEVADA  110;2020;105000
1274;117500;CERRADO;30/11/2022;Noviembre;2022;Buenos Aires;650;LANUS;1824;Buenos Aires;GILERA;CHOPERA;110 GLA;2012;117500
3145;838000;CERRADO;16/5/2023;Mayo;2023;Parana;1183;SANTA FE;3000;Santa Fe;HONDA;BUSINESS;CG    150 TITAN;2014;838000
391;117809;CERRADO;7/8/2022;Agosto;2022;Cordoba;147;CORDOBA;5000;Cordoba;KELLER;STREET;KN110-8;2018;105000
250;118388;CERRADO;17/7/2022;Julio;2022;Buenos Aires;198;ESCOBAR;1625;Buenos Aires;SUZUKI;STREET;AX 100;2013;115000
585;118459;CERRADO;2/9/2022;Septiembre;2022;Cordoba;373;CORDOBA;5000;Cordoba;BRAVA;STREET;NEVADA  110 BASE;2018;106000
3046;1023000;CERRADO;7/5/2023;Mayo;2023;Buenos Aires;1053;C.A.B.A.;1000;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2021;1023000
2041;119482;CERRADO;11/2/2023;Febrero;2023;Parana;898;PARANA;3100;Entre Rios;GILERA;BUSINESS;SMASH 110;2010;114400
1041;119888;CERRADO;4/11/2022;Noviembre;2022;USE;11;CONCEPCION DEL URUGUAY;3260;Entre Rios;YAMAHA;STREET;105 T TD CRYPTON;2008;116500
6873;764233;CERRADO;8/1/2024;Enero;2024;Buenos Aires;431;JOSE C. PAZ;1665;Buenos Aires;SUZUKI;STREET;EN   125 2A;2012;764233
1540;121134;CERRADO;25/12/2022;Diciembre;2022;USE;11;SANTA FE;3000;Santa Fe;BETA;CUB;BS 110;2014;102500
426;121200;CERRADO;12/8/2022;Agosto;2022;Rosario;295;ROSARIO;2000;Santa Fe;GILERA;CUB;110 SMASH VS;2017;101000
5079;709000;CERRADO;8/10/2023;Octubre;2023;USE;1565;CIPOLLETTI;8324;Rio Negro;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2023;709000
397;122388;CERRADO;9/8/2022;Agosto;2022;Cordoba;53;C.A.B.A.;1000;C.A. de Buenos Aires;ZANELLA;CUB;ZB 110 Z1 BASE;2018;119000
60;122388;CERRADO;13/6/2022;Junio;2022;Cordoba;53;LUIS GUILLON;1838;Buenos Aires;CORVEN;CUB;MIRAGE  110 RT;2020;119000
394;123388;CERRADO;8/8/2022;Agosto;2022;Buenos Aires;255;MORON;1708;Buenos Aires;KELLER;STREET;KN110-8;2021;120000
171;123459;CERRADO;4/7/2022;Julio;2022;Cordoba;19;CORDOBA;5000;Cordoba;CORVEN;CUB;MIRAGE  110 AD;2018;111000
7114;8210000;CERRADO;19/1/2024;Enero;2024;Buenos Aires;1483;VILLA MADERO;1768;Buenos Aires;KTM;TOURING;ADVENTURE 250;2022;8210000
289;124588;CERRADO;24/7/2022;Julio;2022;9 de julio (provincia de Bs.As);164;LUJAN;6700;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2018;101000
131;124650;CERRADO;27/6/2022;Junio;2022;La Plata;110;LA PLATA;1900;Buenos Aires;MONDIAL;CUB;110 LD S;2021;118000
7148;4812500;CERRADO;20/1/2024;Enero;2024;Buenos Aires;1206;TIGRE;1648;Buenos Aires;HONDA;ON OFF;XR 250 TORNADO ( ARG );2023;4812500
8708;786000;CERRADO;30/3/2024;Marzo;2024;La Plata;395;MANUEL B. GONNET;1897;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2023;786000
35;125500;CERRADO;7/6/2022;Junio;2022;La Plata;34;LA PLATA;1900;Buenos Aires;KELLER;STREET;KN110-8;2021;120000
104;126459;CERRADO;21/6/2022;Junio;2022;Cordoba;86;CORDOBA;5000;Cordoba;GILERA;CUB;110 SMASH VS;2020;114000
955;127300;CERRADO;22/10/2022;Octubre;2022;Mendoza;531;MENDOZA;5500;Mendoza;APPIA;CUB;110 CITIPLUS;2014;94000
577;127459;CERRADO;31/8/2022;Agosto;2022;Cordoba;369;CORDOBA;5000;Cordoba;BRAVA;STREET;NEVADA  110;2020;115000
7498;9013500;CERRADO;4/2/2024;Febrero;2024;Buenos Aires;497;INGENIERO PABLO NOGUES;1613;Buenos Aires;KAWASAKI;STREET;Z   400;2021;9013500
256;128500;CERRADO;18/7/2022;Julio;2022;La Plata;200;LA PLATA ESTAFETA No.1;1900;Buenos Aires;HONDA;BUSINESS;WAVE  110;2013;123000
523;129616;CERRADO;24/8/2022;Agosto;2022;Mar del Plata;6;MAR DEL PLATA;7600;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2016;90743
6498;130378;CERRADO;21/12/2023;Diciembre;2023;Buenos Aires;199;CAPITAL FEDERAL;1423;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;0
88;131000;CERRADO;17/6/2022;Junio;2022;Buenos Aires;75;LOMA HERMOSA;1678;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2020;131000
257;131559;CERRADO;18/7/2022;Julio;2022;Cordoba;53;CORDOBA;5000;Cordoba;OKINOI;STREET;110 OKN;2021;122000
139;131701;CERRADO;29/6/2022;Junio;2022;Mendoza;115;GODOY CRUZ;5501;Mendoza;ZANELLA;STREET;RX 150 G4 FULL;2015;126501
214;132380;CERRADO;12/7/2022;Julio;2022;Mendoza;170;GODOY CRUZ;5501;Mendoza;GILERA;CUB;110 SMASH AUTOMATICA;2016;104650
302;132459;CERRADO;26/7/2022;Julio;2022;Cordoba;226;UNQUILLO;5109;Cordoba;MOTOMEL;CUSTOM;110 CLIPPER A/E F/D;2014;120000
319;133388;CERRADO;29/7/2022;Julio;2022;USE;11;CONCEPCION DEL URUGUAY;3260;Entre Rios;ZANELLA;CUB;ZB  110 AT;2021;130000
77;133588;CERRADO;16/6/2022;Junio;2022;Buenos Aires;14;BURZACO;1852;Buenos Aires;KELLER;STREET;KN110-8;2019;108500
36;133724;CERRADO;7/6/2022;Junio;2022;La Plata;25;LA PLATA;1900;Buenos Aires;KELLER;BUSINESS;110 CRONO CLASIC ECO;2019;98000
9144;11887208;CERRADO;22/4/2024;Abril;2024;Buenos Aires;2216;9 DE ABRIL - PDO.E.;1839;Buenos Aires;BENELLI;STREET;TRK 502;2021;11887208
78;134388;CERRADO;16/6/2022;Junio;2022;Buenos Aires;67;BURZACO;1852;Buenos Aires;ZANELLA;CUB;ZB 110 LT NEW;2021;131000
28;134400;CERRADO;6/6/2022;Junio;2022;La Plata;28;MANUEL B. GONNET;1897;Buenos Aires;CORVEN;CUB;ENERGY  110 AD;2019;122000
186;134688;CERRADO;6/7/2022;Julio;2022;La Plata;150;JOSE LEON SUAREZ;1655;Buenos Aires;ZANELLA;CICLOMOTOR;DUE 110 LUXURY;2019;101000
427;135388;CERRADO;12/8/2022;Agosto;2022;Buenos Aires;296;WILDE;1875;Buenos Aires;ZANELLA;STREET;RX 150 G4 FULL;2013;132000
428;135400;CERRADO;12/8/2022;Agosto;2022;Agencia Virtual;70;LA PLATA;1900;Buenos Aires;GILERA;CUB;110 SMASH VS;2020;131000
89;135459;CERRADO;17/6/2022;Junio;2022;Cordoba;76;CORDOBA;5000;Cordoba;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2021;123000
105;136000;CERRADO;21/6/2022;Junio;2022;La Plata;87;LA PLATA;1900;Buenos Aires;GILERA;CUB;110 SMASH FULL;2018;121000
632;136400;CERRADO;9/9/2022;Septiembre;2022;USE;11;LA PLATA ESTAFETA No.11;1900;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2020;132000
816;136588;CERRADO;5/10/2022;Octubre;2022;Parana;472;PARANA;3100;Entre Rios;MOTOMEL;BUSINESS;110 BLITZ FULL;2014;133200
6365;1500000;CERRADO;15/12/2023;Diciembre;2023;Rosario;412;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;GLH 150;2022;1500000
477;138388;CERRADO;18/8/2022;Agosto;2022;San Francisco;321;LAS VARILLAS;5940;Cordoba;KELLER;STREET;KN110-8;2021;135000
2753;1234000;CERRADO;12/4/2023;Abril;2023;Buenos Aires;26;VILLA BOSCH;1682;Buenos Aires;BAJAJ;STREET;DOMINAR 250;2023;1234000
92;138800;CERRADO;18/6/2022;Junio;2022;Cordoba;78;CARLOS SPEGAZZINI;1812;Buenos Aires;ZANELLA;STREET;SAPUCAI 150 Z3;2016;136000
3556;139200;CERRADO;23/6/2023;Junio;2023;Buenos Aires;1265;AVELLANEDA;1870;Buenos Aires;LEGNANO;URBAN;125 VERONA;2016;116000
1201;139388;CERRADO;23/11/2022;Noviembre;2022;Buenos Aires;20;QUILMES OESTE;1879;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2016;126500
531;139650;CERRADO;25/8/2022;Agosto;2022;La Plata;346;BARRIO NUEVO (LA PLATA, PDO. LA PLATA);1900;Buenos Aires;MONDIAL;CUB;110 LD S;2021;133000
282;139800;CERRADO;22/7/2022;Julio;2022;Buenos Aires;213;CASTELAR;1712;Buenos Aires;GILERA;CUB;110 SMASH VS;2022;137000
386;140400;CERRADO;6/8/2022;Agosto;2022;Buenos Aires;45;MORON;1708;Buenos Aires;CORVEN;STREET;HUNTER  150 AD;2014;117000
437;140400;CERRADO;13/8/2022;Agosto;2022;La Plata;302;LA PLATA;1900;Buenos Aires;ZANELLA;CUB;ZB 110 RT NEW;2020;136000
176;140850;CERRADO;5/7/2022;Julio;2022;Buenos Aires;143;LA PLATA ESTAFETA No.1;1900;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2021;122000
608;141800;CERRADO;6/9/2022;Septiembre;2022;Buenos Aires;36;LOMAS DE ZAMORA;1832;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2019;139000
44;141933;CERRADO;9/6/2022;Junio;2022;Mendoza;41;LAS HERAS;5539;Mendoza;KELLER;STREET;KN110-8;2021;120000
493;142000;CERRADO;20/8/2022;Agosto;2022;La Plata;271;LA PLATA;1900;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2020;136000
737;142000;CERRADO;23/9/2022;Septiembre;2022;Buenos Aires;440;ZARATE;2800;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2021;142000
557;142185;CERRADO;29/8/2022;Agosto;2022;La Plata;358;BERISSO;1923;Buenos Aires;GUERRERO;CUBS / BUSINNES;90 G ECONO;2012;135535
462;142388;CERRADO;16/8/2022;Agosto;2022;USE;11;JOSE C. PAZ;1665;Buenos Aires;KELLER;STREET;KN110-8;2019;139000
251;142388;CERRADO;17/7/2022;Julio;2022;Buenos Aires;199;LA MATANZA;1774;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2019;139000
422;142388;CERRADO;11/8/2022;Agosto;2022;9 de julio (provincia de Bs.As);294;PERGAMINO;2700;Buenos Aires;KELLER;STREET;KN110-8;2019;139000
320;142650;CERRADO;29/7/2022;Julio;2022;Mar del Plata;234;ROSARIO;2000;Santa Fe;MOTOMEL;BUSINESS;110 BLITZ FULL;2018;132500
532;143388;CERRADO;25/8/2022;Agosto;2022;Neuquen;314;CIPOLLETTI;8324;Rio Negro;CORVEN;CUB;ENERGY  110 AD;2020;140000
37;143500;CERRADO;7/6/2022;Junio;2022;La Plata;35;LA PLATA;1900;Buenos Aires;ZANELLA;STREET;HOT     90 G2;2018;138000
343;143888;CERRADO;1/8/2022;Agosto;2022;Buenos Aires;250;MORENO;1740;Buenos Aires;HONDA;BUSINESS;WAVE  100 NF SD;2012;140500
395;144400;CERRADO;8/8/2022;Agosto;2022;La Plata;82;LISANDRO OLMOS;1901;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;140000
478;144438;CERRADO;18/8/2022;Agosto;2022;Buenos Aires;319;QUILMES OESTE;1879;Buenos Aires;KELLER;STREET;KN110-8;2019;108500
3821;1078000;CERRADO;15/7/2023;Julio;2023;Buenos Aires;1334;AVELLANEDA;1870;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2020;1078000
710;145000;CERRADO;21/9/2022;Septiembre;2022;La Plata;262;LA PLATA;1900;Buenos Aires;ZANELLA;CUB;ZB  110 AT;2021;139000
1868;145082;CERRADO;26/1/2023;Enero;2023;Buenos Aires;848;ADROGUE;1846;Buenos Aires;BRAVA;STREET;NEVADA  110 BASE;2013;127500
494;145388;CERRADO;20/8/2022;Agosto;2022;Buenos Aires;233;GLEW;1856;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2021;142000
308;145636;CERRADO;27/7/2022;Julio;2022;Buenos Aires;228;SAN FERNANDO;1646;Buenos Aires;HONDA;BUSINESS;WAVE  100 NF SD;2013;114000
270;145850;CERRADO;20/7/2022;Julio;2022;Rosario;208;ROSARIO;2000;Santa Fe;KELLER;STREET;KN110-8;2019;108500
