id_Siniestro;Importe pagado ;Estado;Fecha Siniestro;Mes;Año;Unidad de Negocio;Id_PAS;Localidad de Ocurrencia;CP;Provincia;Marca;Modelo;Versión;Año;Suma Asegurada
4271;864225;CERRADO;15/8/2023;Agosto;2023;Mar del Plata;33;MAR DEL PLATA ESTAFETA No.1;7600;Buenos Aires;YAMAHA;TURISMO;160 FZ 16;2016;864225
804;288500;CERRADO;3/10/2022;Octubre;2022;Buenos Aires;466;DON TORCUATO;1611;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2021;288500
1464;445000;CERRADO;20/12/2022;Diciembre;2022;Buenos Aires;675;TTE. GRAL. JUAN DOMINGO PERON 1-1400;1038;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER  160 NS;2018;445000
565;422000;CERRADO;30/8/2022;Agosto;2022;Buenos Aires;362;SEGUI JUAN FRANCISCO 3501-4800;1406;C.A. de Buenos Aires;HONDA;BUSINESS;GLH 150;2021;422000
2845;1341000;CERRADO;20/4/2023;Abril;2023;USE;11;LA PLATA;1900;Buenos Aires;VOGE;TRIAL/ADVENTURE;300 R;2022;1341000
245;226000;CERRADO;16/7/2022;Julio;2022;Buenos Aires;194;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2020;226000
4480;1281500;CERRADO;29/8/2023;Agosto;2023;Buenos Aires;1458;LANUS OESTE;1824;Buenos Aires;BAJAJ;STREET;ROUSER  200 AS;2017;1281500
307;158500;CERRADO;27/7/2022;Julio;2022;USE;11;LOMAS DE ZAMORA;1832;Buenos Aires;CORVEN;CUB;MIRAGE  110 RT;2020;158500
954;327500;CERRADO;22/10/2022;Octubre;2022;Buenos Aires;530;MERLO;1722;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2018;327500
1194;232000;CERRADO;22/11/2022;Noviembre;2022;La Plata;21;LA PLATA ESTAFETA No.1;1900;Buenos Aires;ZANELLA;STREET;RX  150 G3;2018;232000
4010;611500;CERRADO;28/7/2023;Julio;2023;USE;11;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2021;611500
4643;1917000;CERRADO;10/9/2023;Septiembre;2023;Buenos Aires;26;C.A.B.A.;1000;C.A. de Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2022;1917000
4714;2376000;CERRADO;14/9/2023;Septiembre;2023;USE;11;ACEVEDO 1-2000;1414;C.A. de Buenos Aires;HONDA;ON OFF;XR 250 TORNADO ( ARG );2023;2376000
3881;189500;CERRADO;19/7/2023;Julio;2023;Mendoza;1350;SAN ANDRES;1651;Buenos Aires;BRAVA;STREET;NEVADA  110 BASE;2013;189500
4150;247500;CERRADO;7/8/2023;Agosto;2023;Buenos Aires;1404;JOSE C. PAZ;1665;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ AUTOMATICA;2019;247500
3990;298000;CERRADO;27/7/2023;Julio;2023;USE;8;MORON;1708;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2017;298000
4941;550500;CERRADO;29/9/2023;Septiembre;2023;USE;11;MORENO;1740;Buenos Aires;BAJAJ;STREET;BOXER AT 150;2020;550500
3241;1215500;CERRADO;26/5/2023;Mayo;2023;Buenos Aires;538;LOMAS DE ZAMORA;1832;Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2015;1215500
3880;801000;CERRADO;19/7/2023;Julio;2023;Buenos Aires;1349;BERNAL;1876;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2013;801000
4844;257500;CERRADO;22/9/2023;Septiembre;2023;La Plata;1522;LA PLATA;1900;Buenos Aires;GILERA;CUB;110 SMASH VS;2018;257500
3590;462000;CERRADO;26/6/2023;Junio;2023;Neuquen;1273;NEUQUEN;8300;Neuquen;MOTOMEL;STREET;150 S2;2023;462000
3975;1400000;CERRADO;26/7/2023;Julio;2023;Neuquen;942;NEUQUEN;8300;Neuquen;HONDA;ON OFF;XR  250  TORNADO;2017;1400000
4403;817500;CERRADO;25/8/2023;Agosto;2023;Neuquen;328;NEUQUEN;8300;Neuquen;HONDA;ON OFF;XR  150 L;2017;817500
751;304500;CERRADO;25/9/2022;Septiembre;2022;Buenos Aires;449;JOSE LEON SUAREZ;1655;Buenos Aires;YAMAHA;STREET;125 YBR R;2016;304500
688;246158;CERRADO;18/9/2022;Septiembre;2022;Buenos Aires;79;BARRIO CHURRUCA;1657;Buenos Aires;MONDIAL;CUB;110 LD H S/D MAX;2022;246158
1896;945000;CERRADO;28/1/2023;Enero;2023;La Plata;395;VILLA ELISA;1894;Buenos Aires;HONDA;SPORT;CB 250 TWISTER (CBX);2018;945000
1284;365000;CERRADO;1/12/2022;Diciembre;2022;Buenos Aires;655;WILDE;1875;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;365000
4877;644500;CERRADO;25/9/2023;Septiembre;2023;Buenos Aires;877;LUJAN;6700;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;644500
1621;610000;CERRADO;1/1/2023;Enero;2023;Buenos Aires;319;MEXICO 1-1600;1097;C.A. de Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2017;610000
7615;1518500;CERRADO;9/2/2024;Febrero;2024;Buenos Aires;12;GENERAL RODRIGUEZ;1748;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;1518500
6387;1150000;CERRADO;16/12/2023;Diciembre;2023;Buenos Aires;378;JOSE C. PAZ;1665;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;1150000
5075;3066000;CERRADO;8/10/2023;Octubre;2023;Buenos Aires;26;EL PALOMAR;1684;Buenos Aires;ROYAL ENFIELD;HIMALAYAN;410 HIMALAYAN;2023;3066000
6194;905500;CERRADO;7/12/2023;Diciembre;2023;Buenos Aires;1027;WILDE;1875;Buenos Aires;HONDA;BUSINESS;WAVE  110;2019;905500
5708;731875;CERRADO;13/11/2023;Noviembre;2023;Rosario;720;PEREZ;2121;Santa Fe;MOTOMEL;BUSINESS;110 C DLX A/E;2019;731875
5923;901000;CERRADO;24/11/2023;Noviembre;2023;Parana;654;SANTO TOME;3016;Santa Fe;HONDA;BUSINESS;WAVE  110S C/D;2018;901000
5683;518393;CERRADO;12/11/2023;Noviembre;2023;Corrientes;1667;CORRIENTES;3400;Corrientes;ZANELLA;CUB;ZB  110 AT;2021;518393
4142;296000;CERRADO;6/8/2023;Agosto;2023;Buenos Aires;1180;TTE. GRAL. JUAN DOMINGO PERON 1801-2800;1040;C.A. de Buenos Aires;KELLER;BUSINESS;110 CRONO CLASIC ECO;2022;296000
3684;6105000;CERRADO;4/7/2023;Julio;2023;Buenos Aires;26;RIVADAVIA AVDA. 7801-10000;1407;C.A. de Buenos Aires;KAWASAKI;ON OFF;KLR  650;2021;6105000
3923;806500;CERRADO;22/7/2023;Julio;2023;Buenos Aires;594;RIVADAVIA AVDA. 7801-10000;1407;C.A. de Buenos Aires;HONDA;ON OFF;XR  150 L;2016;806500
4813;1020000;CERRADO;20/9/2023;Septiembre;2023;Buenos Aires;1462;BELEN DE ESCOBAR;1625;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;1020000
4151;343000;CERRADO;7/8/2023;Agosto;2023;Buenos Aires;199;VILLA BALLESTER;1653;Buenos Aires;GILERA;CUB;110 SMASH AUTOMATICA;2022;343000
9034;2066000;CERRADO;17/4/2024;Abril;2024;Buenos Aires;145;JOSE LEON SUAREZ;1655;Buenos Aires;HONDA;BUSINESS;GLH 150;2022;2066000
4320;330500;CERRADO;19/8/2023;Agosto;2023;Buenos Aires;1025;VILLA LOMA HERMOSA;1657;Buenos Aires;ZANELLA;ENDURO;ZR 150;2016;330500
4043;687500;CERRADO;30/7/2023;Julio;2023;Buenos Aires;80;AGUSTIN FERRARI;1723;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2014;687500
4233;1650000;CERRADO;13/8/2023;Agosto;2023;USE;11;LANUS OESTE;1824;Buenos Aires;BAJAJ;STREET;DOMINAR 250;2022;1650000
8529;946471;CERRADO;22/3/2024;Marzo;2024;Buenos Aires;263;LLAVALLOL;1836;Buenos Aires;BRAVA;STREET;ALTINO  150;2014;946471
4695;406000;CERRADO;13/9/2023;Septiembre;2023;Buenos Aires;140;BERAZATEGUI;1884;Buenos Aires;MONDIAL;STREET;150 RD CLASSIC;2021;406000
4715;336500;CERRADO;14/9/2023;Septiembre;2023;Buenos Aires;617;FLORENCIO VARELA;1888;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2019;336500
3611;862500;CERRADO;28/6/2023;Junio;2023;La Plata;209;LA PLATA;1900;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2017;862500
4528;1844000;CERRADO;1/9/2023;Septiembre;2023;La Plata;732;LA PLATA SUCURSAL No.2;1900;Buenos Aires;BAJAJ;STREET;ROUSER  200 RS;2017;1844000
4255;1298000;CERRADO;14/8/2023;Agosto;2023;Buenos Aires;12;OPEN DOOR;6708;Buenos Aires;HONDA;ON OFF;XR  190 L;2021;1298000
4644;528961;CERRADO;10/9/2023;Septiembre;2023;Buenos Aires;1180;sin localidad;sin C/P;C.A. de Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2023;528961
1596;189000;CERRADO;30/12/2022;Diciembre;2022;Buenos Aires;748;FLORENCIO VARELA;1888;Buenos Aires;MOTOMEL;STREET;CG 150;2013;189000
933;380000;CERRADO;20/10/2022;Octubre;2022;Buenos Aires;319;ALVARADO 1901-3400;1290;C.A. de Buenos Aires;YAMAHA;SCOOTER;115 RAY ZR CIGNUS;2018;380000
3045;539000;CERRADO;7/5/2023;Mayo;2023;Buenos Aires;1161;LOMAS DE ZAMORA;1832;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2021;539000
1922;355000;CERRADO;30/1/2023;Enero;2023;Cordoba;582;ARGUELLO;5147;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;355000
2743;1412000;CERRADO;11/4/2023;Abril;2023;Cordoba;1087;VILLA CARLOS PAZ;5152;Cordoba;ROYAL ENFIELD;HIMALAYAN;410 HIMALAYAN;2021;1412000
1591;308500;CERRADO;29/12/2022;Diciembre;2022;La Plata;747;BERAZATEGUI;1884;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2020;308500
5154;1246500;CERRADO;13/10/2023;Octubre;2023;USE;1577;POSADAS;3300;Misiones;BAJAJ;STREET;ROUSER  200 NS;2018;1246500
4716;1639000;CERRADO;14/9/2023;Septiembre;2023;Mar del Plata;1498;MAR DEL PLATA;7600;Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2021;1639000
4272;1188000;CERRADO;15/8/2023;Agosto;2023;Buenos Aires;26;C.A.B.A.;1000;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2022;1188000
7033;6572500;CERRADO;15/1/2024;Enero;2024;Buenos Aires;1732;GRAND BOURG;1615;Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2023;6572500
6561;668500;CERRADO;24/12/2023;Diciembre;2023;USE;8;VILLA BOSCH;1682;Buenos Aires;ZANELLA;CUB;ZB 110 RT NEW;2022;668500
8217;1855000;CERRADO;6/3/2024;Marzo;2024;USE;11;BURZACO;1852;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;1855000
5063;885000;CERRADO;7/10/2023;Octubre;2023;Buenos Aires;120;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;ON OFF;XR  150 L;2017;885000
6233;1613000;CERRADO;9/12/2023;Diciembre;2023;Buenos Aires;1072;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 NEW;2016;1613000
5107;2325000;CERRADO;10/10/2023;Octubre;2023;Buenos Aires;26;GOMEZ VALENTIN 2801-3900;1191;C.A. de Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2023;2325000
6453;1430000;CERRADO;19/12/2023;Diciembre;2023;Buenos Aires;632;MAR DEL PLATA 901-1100;1407;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2016;1430000
5545;569500;CERRADO;4/11/2023;Noviembre;2023;USE;8;CAPITAL FEDERAL;1423;C.A. de Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2021;569500
5416;890063;CERRADO;28/10/2023;Octubre;2023;Buenos Aires;1473;PEREZ ROQUE 2501-4900;1430;C.A. de Buenos Aires;SUZUKI;SPORT;GIXXER 150 (GSX);2018;890063
5370;474000;CERRADO;26/10/2023;Octubre;2023;Buenos Aires;199;GRAND BOURG;1615;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;474000
5076;610000;CERRADO;8/10/2023;Octubre;2023;Buenos Aires;206;GENERAL PACHECO;1617;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ TUNNING;2017;610000
4826;336000;CERRADO;21/9/2023;Septiembre;2023;Buenos Aires;154;ESCOBAR;1625;Buenos Aires;HONDA;BUSINESS;WAVE  100 NF SD;2012;336000
6177;1750000;CERRADO;6/12/2023;Diciembre;2023;Buenos Aires;1462;PILAR;1629;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;1750000
5397;611500;CERRADO;27/10/2023;Octubre;2023;Buenos Aires;247;VICENTE LOPEZ;1638;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2021;611500
5980;2604000;CERRADO;27/11/2023;Noviembre;2023;USE;11;SAN ISIDRO;1642;Buenos Aires;HONDA;ON OFF;XR  250  TORNADO;2018;2604000
5047;1372000;CERRADO;6/10/2023;Octubre;2023;Buenos Aires;1180;SAN ANDRES;1651;Buenos Aires;KTM;TOURING;DUKE 200 NAKED;2017;1372000
4981;531500;CERRADO;1/10/2023;Octubre;2023;Buenos Aires;1291;VILLA LOMA HERMOSA;1657;Buenos Aires;ZANELLA;STREET;RX 150 Z7;2018;531500
